content_description,author_profile,name,ISBN,score,price,link,press,page,date,author 
"这是一个热情故事，我想表达出爱情的万转千回，完全幻灭了之后也还有点什么东西在。——张爱玲
《小团圆》以一贯嘲讽的细腻工笔，刻画出张爱玲最深知的人生素材，在她历史中过往来去的那些辛酸往事现实人物，于此处实现了历史的团圆。那余韵不尽的情感铺陈已臻炉火纯青之境，读来时时有被针扎人心的滋味，故事中男男女女的矛盾挣扎和颠倒迷乱，正映现了我们心底深处诸般复杂的情结。",张爱玲（1920-1995），中国女作家。祖籍河北丰润，生于上海。1943年开始发表作品，代表作有中篇小说《倾城之恋》、《金锁记》、短篇小说《红玫瑰与白玫瑰》和散文《烬余录》等。1952年离开上海，1955年到美国，创作英文小说多部。1969年以后主要从事古典小说的研究，著有红学论集《红楼梦魇》。已出版作品有中短篇小说集《传奇》、散文集《流言》、散文小说合集《张看》以及长篇小说《十八春》、《赤地之恋》等。,小团圆,9787530209981,7.6,28.00,https://book.douban.com/subject/3616310/,北京十月文艺出版社,283,2009-4,张爱玲
《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改由北京北新书局出版，列为作者所编的《乌合丛书》之一。1930年1 月第十三次印刷时，由作者抽去其中的《不周山》一篇(后改名为《补天》，收入《故事新编》)。作者生前共印行二十二版次。,鲁迅，本名周树人（1881年9月25日—1936年10月19日）。浙江绍兴人，字豫才，原名周樟寿，字豫山、豫亭。以笔名鲁迅闻名于世。鲁迅先生青年时代曾受进化论、尼采超人哲学和托尔斯泰博爱思想的影响。1904年初，入仙台医科专门学医，后从事文艺创作，希望以此改变国民精神。鲁迅先生一生写作计有600万字，其中著作约500万字，辑校和书信约100万字。作品包括杂文、短篇小说、评论、散文、翻译作品。对于“五四运动”以后的中国文学产生了深刻的影响。,呐喊,,8.8,0.36元,https://book.douban.com/subject/1449351/,人民文学出版社,160,1973年3月,鲁迅
,,安徒生童话故事集,9787020017713,9.2,25.00,https://book.douban.com/subject/1046209/,人民文学出版社,550,1997-08,[丹麦]汉斯·克里斯蒂安·安徒生
胡八一上山下乡来到中蒙边境的岗岗营子，带上了家中仅存的一本书——《十六字风水秘术》，闲来无事将书中文字背得滚瓜烂熟。之后参军到西藏，遇上雪崩掉落一条巨大的地沟当中，胡八一利用自己懂得的墓葬秘术逃得不死。复员后，胡八一和好友胖子一起加入了一支前往新疆考古的考古队。一行人历经万险来到了塔克拉玛干沙漠中的精绝古城遗址，进入了地下“鬼洞”。洞中机关重重、陷阱不断，这神秘的鬼洞似乎在住先知的掌控之中……,天下霸唱，原名张牧野，生于七十年代，天津人氏，其作品《鬼吹灯》系列风靡华语世界。,鬼吹灯之精绝古城,9787539628042,8.1,25.0,https://book.douban.com/subject/1882933/,安徽文艺出版社,257,2006,天下霸唱
《人间失格》是日本著名小说家太宰治最具影响力的小说作品，同时也是糸色望（注：动漫《再见！绝望先生》的主角）老师日常生活必备的读物之一。另外在日本轻小说《文学少女》第一卷中被大量提及。《人间失格》（又名《丧失为人的资格》）发表于1948年，是一部自传体的小说，纤细的自传体中透露出极致的颓废，毁灭式的绝笔之作。太宰治巧妙地将自己的人生与思想，隐藏于主角叶藏的人生遭遇，藉由叶藏的独白，窥探太宰治的内心世界，一个“充满了可耻的一生”。在发表这部作品的同年，太宰治就自杀身亡。,"太宰治（1909－1948）
本名津岛修治，青森县人，父亲津岛原右卫门曾任众议院议员和贵族院议员，经营银行、铁路。太宰治是日本战后“无赖派”文学的代表作家，思想消沉、幻灭，不满现实的人生，几度自杀未果。一九三五年，他的短篇《逆行》入围第一届芥川奖，后因出版多部带有哀切的抒情作品而深受注目。一九三九年，他的《女生徒》获第四届北村透谷奖。一九四八年，他以《如是我闻》再度震惊文坛，并开始创作《人间失格》，书成之后，旋即投水自杀，结束了其灿烂多感而又凄美悲凉的一生。",人间失格,9787546302393,8.3,16.00元,https://book.douban.com/subject/4011670/,吉林出版集团有限责任公司,168,2009年9月,[日]太宰治
这是一部不甘于淹没在浩瀚书海中的作品。她似在谈诗词，又似在谈风月。她不拘泥于对古典诗词字面的理解，也非传统意义上的简单赏析，而是一种风格独特、感情丰富的散文随笔。她用清丽、感性的笔调，配以优雅、飘逸的插图，描绘出一幕幕古典诗词背后唯美、动人的历史爱情画卷，引领读者倾听一段段经典、震撼的浪漫往事。诗人，词人，凸现其旷世奇才与至真性情。才子，佳人，似笑非笑的嫣然，执迷不悔的凛然，心照不宣的释然，让我们在悲喜交加中恍然……,安意如，原名张莉，女，1984年6月出生于安徽宣城一个普通工人家庭，自由写作者。2002年毕业于安徽某职业院校财经系，做过短时的文秘和会计。2003年起以如冰恋枫网名流连于新浪金庸客栈。2004年应书商之约写第一部长篇小说《要定你，言承旭》，于2005年6月由广西人民出版社出版。翌年2月赴京参与动画剧本创作，并写作《看张·爱玲画语》，由云南美术出版社于2005年9月出版。此后与北京弘文馆建立合作关系，创作诗词评赏“漫漫古典情”系列。,人生若只如初见,9787530945728,7.2,23.80元,https://book.douban.com/subject/1856285/,天津教育出版社,197,2006-8,安意如
"“也许每一个男子全都有过这样的两个女人，至少两个。娶了红玫瑰，久而久之，红的变了墙上的一抹蚊子血，白的还是""床前明月光""；娶了白玫瑰，白的便是衣服上沾的一粒饭黏子，红的却是心口上一颗朱砂痣”。因为《红玫瑰与白玫瑰》这句话成了脍炙人口的名言……本书收录了张爱玲1944年的中短篇小说作品。",张爱玲（1920年9月30日-1995年9月8日）,红玫瑰与白玫瑰,9787536021440,8.4,12.80元,https://book.douban.com/subject/1014278/,花城出版社,314,1996-06,张爱玲
本书的主人公保尔·柯察金饱尝了生活的苦难，炼就了革命精神和反抗性格。十月革命爆发后只有十六岁的他，就参加了红军，无论在战炮火中，还是在国民经济复时期，可察金都表现出大无畏精神，钢铁一般的意志，强烈的爱国主义和对人民的无限的无限忠诚。由于在战争中多次负伤以及劳累过度，他全身瘫痪，双目失明，被牢牢禁锢在床上，但他占胜了精神与肉体的打击，拿起笔来歌颂为建立苏维埃政权而奋斗的英雄。,,钢铁是怎样炼成的,9787805674254,7.6,20.00元,https://book.douban.com/subject/1013502/,译林出版社,458,1996-10,[苏联]尼·奥斯特洛夫斯基
"《且听风吟》是村上春树的成名作，他是以这部中篇开始文学创作的。
小说的情节并不很复杂。“我”在酒吧喝酒，去卫生间时见一少女醉倒在地，遂就其护送回家，翌日少女发现自己一丝不挂，斥责“我”侮辱了她，“我”有口难辩。但几天后，两人逐渐亲密……不料“我”寒假回来，少女已无处可寻，只好一个人坐在原来两人坐过的地方怅怅地望着大海。",村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。,且听风吟,9787532726172,7.8,11.80元,https://book.douban.com/subject/1039752/,上海译文出版社,141,2001-8,[日]村上春树
"社会高速发展，来来往往的地下铁路成为了城市文明与社会生活的缩影，从入口到出口，地下铁路将你从起点带到终点，抑或是另一个起点。
故事讲一个失明的小女孩，在15岁生日当天，决定自己一个人在城市里探险。她战战兢兢地搭乘地下铁，从一个陌生的小站出发，前往另一个陌生的小站。旅途中，她一边回忆、拼凑、感觉、摸索这被黑暗笼罩的世界，“寻找心中隐约闪烁的光亮”，也同时感受到新的希望、新的方向，和新的生命力。随着小女孩的步伐，我们逐渐看清“地下铁”蕴涵的黑暗世界，也看见潜藏在黑暗中的质疑、希望与美丽幻想。
作者以绚丽的色彩和诗句般的内心读白，为读者创造出一种前所未见的阅读诗意。并通过绘图与文字的双重方式向读者进行述说与沟通，带领大家共同去寻找心中点滴的亮光。",,地下铁,9787538262537,8.3,32.00元,https://book.douban.com/subject/1056733/,辽宁教育出版社,116,2002-2,幾米
《华胥引(套装共2册)》主要内容包括：华胥一引，乱世成殇。琴弦震响于九州列国之上，无声惊动。这是一个发生在乱世的故事。城破之日，卫国公主叶蓁以身殉国，依靠鲛珠死而复生。当她弹起华胥调，便生死人肉白骨，探入梦境与回忆。幻术构成的曲谱里，尽是人世的辛酸与苦涩。而她与亡她国家的陈国世子一次一次于幻境中相遇，身份两重，缘也两重。清平华胥调，能不能让每个人追回旧日的思念，不再悲伤？,"唐七公子： 中学时看王尔德的书，里边有句话一直记着。他说，一个人想恢复青春，只消重演过去干的蠢事就够了。倒并不是觉得他说得好，不知道怎么就记到现在了。如今，我每天都在干蠢事，一边青春着，一边觉得继续这么青春下去有点不妙。
出版有作品《华胥引》《岁月是朵两生花》《三生三世十里桃花》等",华胥引（全二册）,9787802443914,8.5,39.80元,https://book.douban.com/subject/5916880/,现代出版社,448,2011-1,唐七公子
"小说《山楂树之恋》中的故事，发生在1975年前后那段贫穷而包含理想的时光。
静秋是个漂亮的城里姑娘，因为父亲是地主后代，家庭成份不好，文革时很受打击，静秋一直很自卑。静秋和一群学生去西村坪体验生活，编教材。她住在村长家，认识了“老三”。老三喜欢上了静秋，很喜欢，静秋怕他欺骗她，起初常常躲避。英俊又有才气的老三是军区司令员的儿子，却是极重情谊的人，甘愿为静秋做任何事，给了静秋前所未有的鼓励。他等着静秋毕业，等着静秋工作，等着静秋转正。等到静秋所有的心愿都成了真，老三却得白血病去世了。那时候，1976年，老三他还很年轻。",艾米，女，2005年开始在文学城连载纪实性长篇故事，著有《致命的温柔》（与人合著）《十年忽悠》《不懂说将来》《三人行》《同林鸟》等。,山楂树之恋,9787539926605,7.8,25.00元,https://book.douban.com/subject/2243213/,江苏文艺出版社,298,2007-9,艾米
"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由他料理善后。石神设了一个匪夷所思的局，令警方始终只能在外围敲敲打打，根本无法与案子沾边。石神究竟使用了什么手法？",,嫌疑人X的献身,9787544267618,9.0,35.00元,https://book.douban.com/subject/25924253/,南海出版公司,251,2014-6,[日]东野圭吾
"城市黯淡的背景。白棉布裙的女孩。一个名字叫林的男人。不同的场景和情节。坚持的黑色
主题。爱情和死亡。告别和流浪。","安妮宝贝。原名励婕。职业曾经历金融，编辑，广告。现为网络上的无业游民。喜欢旅行。爱尔兰音乐。纯粹的棉布。杜拉斯的小说。梵高的蓝色鸢尾花。曾为传统媒介撰写人文时尚类的文章；上网以后投身网络的自由天地，成为网络文学备爱瞩目的作者。
代表作以小说《告别薇安》、《暖暖》、《七年》等受到网络文学爱好者的喜爱。网上个人专集“她比烟花寂寞”，收录了小说，随笔，诗歌，游记等各种体裁的网络文学作品。现网络上的一些书库，论坛和文学网站收藏了其作品专集。",告别薇安,9787500426721,7.5,19.00,https://book.douban.com/subject/1016523/,中国社会科学出版社,381,2000-1,安妮宝贝（庆山）
,奥德丽·尼芬格（Audrey Niffenegger），视觉艺术家，也是芝加哥哥伦比亚学院书籍与纸艺中心的教授，她负责教导写作、凸版印刷以及精美版书籍的制作。曾在芝加哥印花社画廊展出个人艺术作品。《时间旅行者的妻子》是她的第一本小说。目前她居住在芝加哥。,时间旅行者的妻子,9787020060504,8.1,29.90元,https://book.douban.com/subject/2056749/,人民文学出版社,462,2007-4,[美]奥德丽·尼芬格
盖茨比为了久久地抱着的一个梦而付出了很高的代价。他死后，尼克发觉是汤姆暗中挑拨威尔逊去杀死盖茨比。他感到东部鬼影幢幢，世态炎凉，便决定回中西部老家去。这是一个简单的故事，却有着极悲凉的人生况味。,《了不起的盖茨比》(名著名译插图本)弗·司各特·菲茨杰拉德（1896-1940），美国二十世纪最杰出的作家之一。《了不起的盖茨比》是他最著名的代表作。二十世纪二十年代的美国，空气里弥漫着欢歌与纵饮的气息。一个偶然的机会，穷职员尼克闯入了挥金如土的大富翁盖茨比隐秘的世界，惊讶地发现，他内心惟一的牵绊竟是对河岸那盏小小的绿灯——灯影婆娑中，住着心爱的黛西。然而，冰冷的现实容不下缥缈的梦，到头来，盖茨比心中的女神只不过是凡尘俗世的物质女郎。当一切真相大白，盖茨比的悲剧人生亦如烟花般，璀璨只是一瞬，幻灭才是永恒。一阕华丽的“爵士时代”的挽歌，在菲茨杰拉德笔下，如诗如梦，在美国当代文学史上留下了墨色浓重的印痕。,了不起的盖茨比,9787020046089,8.3,12.00元,https://book.douban.com/subject/1008988/,人民文学出版社,192,2004-06,[美]弗·司各特·菲茨杰拉德
"一個人住了五年的過來人的日常生活。一個人的生活輕鬆也寂寞，卻又難割捨。
作者利用可愛的圖畫搭配生活化的文字描寫一個人住的生活點滴，只要你曾經一個人住過，一定會有深刻的感覺。一個人住不用跟家人搶浴室洗澡，愛洗多久就洗多久、一個人住偶爾不小心看了恐怖電視而害怕的睡不著覺、一個人住感冒的時候孤單寂寞的心情如潮水般的湧上心頭、一個人住到超商去買菜還會會貨比三家、一個人住會努力想記帳，卻因為偷懶而想出每天存「50元」的計畫、一個人住常會想變換擺設也是不錯而忙到凌晨三點，有點自由隨性卻又有點苦惱，這就是一個人住的生活。
作者希望可以透過這本書跟读者分享又寂寞又美好的單身生活。",高木直子：1974年出生於日本三重縣。以成為插畫家為目標，1998年上東京。一直以來都生活在衛浴設備很狹窄的公寓裡，最近搬了新家而有了較大的浴室，正開心著呢！目前除了插畫小品之外，也用壓克力顏料創作插畫、漫畫等等。,一個人住第5年,9789574557806,8.4,NT$220,https://book.douban.com/subject/1346815/,大田,44,2004-12-1,[日]高木直子
十个互不相识的人，被富有的欧文先生邀请到了印地安岛上的私人别墅里。晚餐后，一个神秘的声音揭开了人们心中所各自隐藏着的可怕秘密。当天晚上，年轻的马斯顿先生离奇死去，古老的童谣就像诅咒一样笼罩着所有人，似乎有一双神秘的眼镜在时刻窥视着这场死亡游戏，到访者就像消失的印地安小瓷人一样一个又一个的走向死神……,,无人生还,9787020065394,8.9,19.00,https://book.douban.com/subject/3006581/,人民文学出版社,254,2008-3,[英]阿加莎·克里斯蒂
,"尤瓦尔·赫拉利，1976年生，牛津大学历史学博士，现为耶路撒冷希伯来大学的历史系教授，青年怪才，全球瞩目的新锐历史学家。
他擅长世界历史和宏观历史进程研究。在学术领域和大众出版领域都有很大的兴趣。
他的《人类简史》一书让他一举成名，成为以色列超级畅销书，目前这本书已授20多个国家版权，在历史学之外，人类学、生态学、基因学等领域的知识信手拈来，根据图书改变的课程上传YOUTUBE后风靡全球，拥有大批青年粉丝。写书，视频课程之外，他还开设有专栏。",人类简史,9787508647357,9.1,CNY68.00,https://book.douban.com/subject/25985021/,中信出版社,440,2014-11-1,[以色列]尤瓦尔·赫拉利
"很多时候我们放弃，以为不过是一段感情，到了最后，才知道，原来那是一生。
与孟和平的初恋，是洁白芬芳的桅子花，开在安静的校园。事隔多年，再次重逢，他却成了无良地产商。而阮正东是名流贵族世家子弟，一向游戏人间，尽握众生繁华。对她的追求本是蓄意报复，却一不小心情愫暗生，泥足深陷。究竟谁才会是她的MR.RIGHT？",匪我思存，畅销书女作家。笔下的故事多为催人泪下的爱情悲剧，题材也比较多样化，现代都市类的，民国类的，架空历史类的都有，读者年龄层跨度也比较大，从中学生到白领，到40多岁的家庭主妇，其中以白领阶层为主。经常在《南风》、《公主志》等多家女性杂志发表短篇小说。,佳期如梦,9787802282827,7.9,20.00元,https://book.douban.com/subject/1962929/,新世界出版社,296,2007-2,匪我思存
,宋鸿兵，20世纪90年代初赴美留学，主修信息工程和教育学，获美利坚大学（American University）硕士学位。长期关注和研究美国历史和世界金融史。曾在美国媒体游说公司、医疗业、电信业、信息安全、联邦政府和著名金融机构供职。近年来，作者曾担任美国最大的非银行类金融机构房利美（Fannie Mae）和房地美（Freddie Mac）的高级咨询顾问，主要从事房地产贷款自动审核系统设计，金融衍生工具的税务计算分析，MBS（资产抵押债券）的风险评估等方面的工作。,货币战争,9787508608686,7.2,38.00元,https://book.douban.com/subject/2081876/,中信出版社,278,2007-6,宋鸿兵
"《此间的少年》讲述的是让人熟悉的大学生活的故事。小说以宋代嘉佑年为时间背景，地点在以北大为模版的“汴京大学”，登场的人物是乔峰、郭靖、令狐冲等大侠，不过在大学里，他们和当代的年轻人没有什么不同。他们早上要跑圈儿，初进校门的时候要扫舞盲，有睡不完的懒觉，站在远处默默注视自己心爱的姑娘……
在这个学校里，郭靖和黄蓉是因为一场自行车的事故认识的，而这辆自行车是化学系的老师丘处机淘汰下来的，杨康和穆念慈则从中学起就是同学，念慈对杨康的单恋多年无果，最后选择的人却是彭连虎。
脑中存着金庸小说先前的印象，再徜徉于这样全新的故事中，是一种双重的温习，而这双重的回忆最后归结为一点，便是几乎每个人都经过过或正在经历的轻狂无畏的少年时光。",江南，男，安徽合肥人。目前的身份是作家和媒体经理。代表作品有《此间的少年》、《一千零一夜之死神》、《九州·缥缈录》系列、《光明皇帝》系列等。,此间的少年,9787507515121,8.3,25.00元,https://book.douban.com/subject/1020459/,华文出版社,283,2004-1,江南
这是一本奇特的书。一边是火族，一边是冰族，一边是火焰之城，一边是幻雪帝国。作品属于纯粹的虚构。对虚空的虚构，其实比对现实的摹写更难。相对于虚构的能力，我以为摹写的能力只是一个基本的能力，而虚构才是更高一层的能力，而且是区别文学是否进入风光境界的能力。中国文学的可检讨之处，就正在于若干年来停滞于摹写，而无法将文字引入虚构。,"郭敬明（1983- ），网名：第四维；别名：小四。2001年以作品《剧本》获得第三届全国新概念作文大赛一等奖，2002年以作品《我们最后的校园民谣》获得第四届全国新概念作文大赛一等奖。
著有小说《爱与痛的边缘》《幻城》《左手倒影右手年华》《梦里花落知多少》《猜火车》《1995－2005夏至未至》， 音乐小说《迷藏》，主编《岛》系列、《无极》、《悲伤逆流成河》、《最小说》、《N世界》等。",幻城,9787531325758,7.0,28.00元,https://book.douban.com/subject/1059406/,春风文艺出版社,253,2003-1,郭敬明
"《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨绛在92岁高龄的时候用心记述了他们这个特殊家庭63年的风风雨雨、点点滴滴，结成回忆录《我们仨》。
这本书分为两部分。第一部分中，作者以其一贯的慧心、独特的笔法，用梦境的形式讲述了最后几年中一家三口相依为命的情感体验。第二部分，以平实感人的文字记录了自1935年伉俪二人赴英国留学并在牛津喜得爱女，直至1998年丈夫逝世，63年间这个家庭鲜为人知的坎坷历程。",杨绛（1911- ），本名杨季康，祖籍江苏无锡，生于北京。作家、评论家、翻译家、学者。1932年毕业于苏州东吴大学。1935-1938年留学英法，回国后曾在上海震旦女子文理学院、清华大学任教。1949年后，在中国社会科学院文学研究所、外国文学研究所工作。主要作品有剧本《称心如意》《弄假成真》，长篇小说《洗澡》，散文《干校六记》，随笔集《将饮茶》，译作《堂吉诃德》《吉尔·布拉斯》《小癞子》《斐多》等。,我们仨,9787108018809,8.7,18.80元,https://book.douban.com/subject/1023045/,生活·读书·新知三联书店,165,2003-7,杨绛
"万历十五年，亦即公元1587年，在西欧历史上为西班牙舰队全部出动征英的前一年；而在中国，这平平淡淡的一年中，发生了若干为历史学家所易于忽视的事件。这些事件，表面看来虽似末端小节，但实质上却是以前发生大事的症结，也是将在以后掀起波澜的机缘。在历史学家黄仁宇的眼中，其间的关系因果，恰为历史的重点，而我们的大历史之旅，也自此开始……
《万历十五年》是黄仁宇的成名之作，也是他的代表作之一。这本书融会了他数十年人生经历与治学体会，首次以“大历史观”分析明代社会之症结，观察现代中国之来路，给人启发良多。英文原本推出后，被美国多所大学采用为教科书，并两次获得美国书卷奖历史类好书的提名。",黄仁宇 （1918-2000），生于湖南长沙，1936年入天津南开大学电机工程系就读。抗日战争爆发后，先在长沙《抗日战报》工作，后来进入国民党成都中央军校，1950年退伍。其后赴美攻读历史，获学士、硕士、博士学位。曾任哥伦比亚大学访问副教授及哈佛大学东亚研究所研究员。参与《明代名人传》及《剑桥中国史》的集体研究工作。,万历十五年,9787108009821,8.9,18.00元,https://book.douban.com/subject/1041482/,生活·读书·新知三联书店,320,1997-5,[美]黄仁宇
,"J. K. 罗琳（J. K. Rowling, 1965- ），英国女作家，自小喜欢写作，当过短时间的教师和秘书。二十四岁那年，她在前往伦敦的火车旅途中萌生了创作“哈利·波特”系列小说的念头。七年后，《哈利·波特与魔法石》问世，之后她陆续创作了《哈利·波特与密室》《哈利·波特与阿兹卡班囚徒》《哈利·波特与火焰杯》《哈利-波特与凤凰社》《哈利·波特与“混血王子”》和《哈利·波特与死亡圣器》，完成了该系列的创作，在全球刮起一股股“哈利·波特”飓风，在世界范围内掀起规模宏大的“哈利·波特”阅读狂潮。另外，在此期间，她还因为慈善事业而先后完成了《神奇动物在哪里》和《神奇的魁地奇球》这两部与“哈利·波特”系列相关的图书，最新完成的作品是《诗翁彼豆故事集》。
J.K.罗琳与她的丈夫及三个孩子生活在爱丁堡，一边尽享家庭生活的幸福，一边文学创作。",哈利·波特与密室,9787020033447,8.9,22.00元,https://book.douban.com/subject/1039487/,人民文学出版社,203,2000-9,[英]J·K·罗琳
杜拉斯代表作之一，自传性质的小说，获一九八四年法国龚古尔文学奖。全书以法国殖民者在越南的生活为背景，描写贫穷的法国女孩与富有的中国少爷之间深沉而无望的爱情。,,情人,9787532736874,8.1,20.00元,https://book.douban.com/subject/1400705/,上海译文出版社,146,2005-7,玛格丽特·杜拉斯
目送共由七十四篇散文组成，是为一本极具亲情、感人至深的文集。由父亲的逝世、母亲的苍老、儿子的离开、朋友的牵挂、兄弟的携手共行，写出失败和脆弱、失落和放手，写出缠绵不舍和绝然的虚无。正如作者所说：“我慢慢地、慢慢地了解到，所谓父女母子一场，只不过意味着，你和他的缘分就是今生今世不断地在目送他的背影渐行渐远。你站在小路的这一端，看着他逐渐消失在小路转弯的地方，而且，他用背影默默地告诉你，不用追。”,"龙应台
台湾著名文化人及公共知识份子，台湾地区著名作家，作品针砭时事，鞭辟入里。在欧洲、大陆、台湾三个文化圈中，龙应台的文章成为一个罕见的档案，作品《野火集》等具有很大的影响。
她秉著客观批判的精神，持续而正中要害的不断写出她的社会观察，龙应台无所畏惧，温柔纤细，深情动人：其《孩子你慢慢来》与《目送》均是以温柔笔触描写亲子间的亲密互动，同时身为父母与子女双重身份的她逐渐明了人世中亲情的牵绊，不仅是当下的感动，亦是渐行渐远的必经路程，龙应台一反批判犀利的笔调，描写诸多生活中有情细节，在在反映出其细腻情感，读起来温馨有味，情意盎然。",目送,9787108032911,8.7,39.00元,https://book.douban.com/subject/3995526/,生活·读书·新知三联书店,281,2009-10,龙应台
"《哈利·波特与阿兹卡班的囚徒》是“哈利·波特”系列的第三部。
哈利·波特在霍格沃茨魔法学校已经度过了不平凡的两年，而且早已听说魔法世界中有一座守备森严的阿兹卡班监狱，里面关押着一个臭名昭著的囚徒，名字叫小天狼星布莱克。传言布莱克是“黑魔法”高手伏地魔——杀害哈利父母的凶手——的忠实信徒，曾经用一句魔咒接连结束了十三条性命。不幸的是，布莱克逃出了阿兹卡班，一心追寻哈利。布莱克在睡梦中仍然呓语不休：“他在霍格沃茨……他在霍格沃茨。”
哈利·波特虽然身在魔法学校的城堡内，既有朋友的赤诚帮助，也有老师的悉心呵护，但校园内危机四伏，哈利的生命时时受到威胁。一天，布莱克终于站到了哈利的面前……","J. K. 罗琳（J. K. Rowling, 1965- ），英国女作家，自小喜欢写作，当过短时间的教师和秘书。二十四岁那年，她在前往伦敦的火车旅途中萌生了创作“哈利·波特”系列小说的念头。七年后，《哈利·波特与魔法石》问世，之后她陆续创作了《哈利·波特与密室》《哈利·波特与阿兹卡班囚徒》《哈利·波特与火焰杯》《哈利-波特与凤凰社》《哈利·波特与“混血王子”》和《哈利·波特与死亡圣器》，完成了该系列的创作，在全球刮起一股股“哈利·波特”飓风，在世界范围内掀起规模宏大的“哈利·波特”阅读狂潮。另外，在此期间，她还因为慈善事业而先后完成了《神奇动物在哪里》和《神奇的魁地奇球》这两部与“哈利·波特”系列相关的图书，最新完成的作品是《诗翁彼豆故事集》。
J.K.罗琳与她的丈夫及三个孩子生活在爱丁堡，一边尽享家庭生活的幸福，一边文学创作。",哈利·波特与阿兹卡班的囚徒,9787020033454,8.9,26.50元,https://book.douban.com/subject/1071241/,人民文学出版社,259,2000-9,[英]J·K·罗琳
从朱元璋的出身开始写起，到永乐大帝夺位的靖难之役结束为止。叙述了明朝最艰苦卓绝的开国过程。朱元璋pk陈友谅，谁堪问鼎天下？战太平、太湖大决战。卧榻之侧埋恶虎，铲除张士诚。徐达、常遇春等不世名将乘胜逐北破北元。更有明朝最大的谜团——永乐夺位、建文失踪的靖难之役。,当年明月，青年历史学者，畅销书作家。专业职称为副研究员，明史学会会员。是心灵历史的开创者，担任国内多家电视台文史类节目主讲人。所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本。,明朝那些事儿（壹）,9787505722460,8.7,24.80,https://book.douban.com/subject/1873231/,中国友谊出版公司,298,2006-9,当年明月
小说的主人公杜拉拉是典型的中产阶级代表，她没有背景，受过较好的教育，靠个人奋斗获取成功。小说中拉拉在外企的经历跨度八年，拉拉从一个朴实的销售助理，成长为一个专业干练的HR经理，见识了各种职场变迁，也历经了各种职场磨练。,李可，女，某名校本科毕业。十余年外企生涯，职业经理人。从事过销售和人力资源工作——对于现今以打工谋生的人来说，两种不失为不错的谋生行当：从满足人类成就感的角度看，是两种可能提供极大发挥空间和精神满足的职业。在典型的欧美500强企业文化长期熏陶下，仍然是一个生动的热爱生活的人。,杜拉拉升职记,9787561339121,7.8,26.00元,https://book.douban.com/subject/2256039/,陕西师范大学出版社,262,2007-9,李可
《三重门》是一部由一个少年写就，但却不能简单划入儿童文学的一般意义上的小说，它恰恰是以成熟、老练，甚至以老到见长的。17岁的韩寒注定要扮演不安分且引人注目的角色。他以一篇《杯中窥人》问鼎首届全国新概念作文大赛。然而，他却因期末考试的成绩单高挂七盏红灯而留级。在2000年还是用七门功课红灯照亮前程。眼下的韩寒已经成为一个“话题”——“一个‘高材’留级生引出的话题”。这个韩寒，何许人也？,,三重门,9787506318884,7.4,16.00,https://book.douban.com/subject/1026425/,作家出版社,365,2000-5,韩寒
一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹那”体会到了“一对平凡的夫妻”之间的“一点真心”⋯⋯张爱玲是作为中国现代文学史上的一位杰出作家，而不是作为一个怪人、异人而存在的。也许她将不仅仅属于现代文学史。遥想几十年、几百年后，她会像她欣赏的李清照一样，在整个中国文学史上占据一个稳定的位置也说不定，而我们知道，那时候今天为我们所熟知的许多现代作家肯定都将被忽略不计了。,张爱玲是作为中国现代文学史上的一位杰出作家，而不是作为一个怪人、异人而存在的。也许她将不仅仅属于现代文学史。遥想几十年、几百年后，她会像她欣赏的李清照一样，在整个中国文学史上占据一个稳定的位置也说不定，而我们知道，那时候今天为我们所熟知的许多现代作家肯定都将被忽略不计了。,倾城之恋,9787536023918,8.5,11.00,https://book.douban.com/subject/1090043/,花城出版社,284,1997-3-1,张爱玲
,,傲慢与偏见,9787020040179,8.8,13.00元,https://book.douban.com/subject/1083428/,人民文学出版社,310,1993-7,[英]简·奥斯汀
